Consist,Form,Opponent,Venue,Runs
0.886,0.577,0.913,1.182,1
0.886,0.577,0.88,0.913,1
0.886,0.577,0.958,1.484,1
0.886,0.577,0.958,1.182,1
0.854,0.577,0.958,0.834,1
0.854,0.577,0.958,0.88,1
0.854,0.577,0.926,0.834,1
0.854,0.577,0.926,0.88,1
0.854,0.577,0.88,1.517,1
0.821,0.577,0.88,0.834,1
0.821,0.577,0.834,1.182,1
0.821,0.577,0.88,0.88,1
0.972,0.577,0.88,1.26,1
0.972,0.577,0.926,1.713,1
0.972,0.577,1.004,1.366,1
0.972,0.577,0.834,1.484,1
0.972,0.577,1.004,1.484,1
0.972,0.577,0.958,1.484,1
1.228,0.577,1.004,1.562,1
1.228,0.577,0.88,1.562,1
1.228,0.577,0.958,1.031,1
1.228,0.577,0.958,1.031,1
1.228,0.577,0.958,1.562,1
1.228,0.577,0.958,1.379,1
1.228,0.577,0.958,1.26,1
1.228,0.577,0.88,0.834,1
1.228,0.577,0.958,1.484,1
1.228,0.577,0.926,1.484,1
1.228,0.577,1.004,1.484,1
1.077,0.577,0.958,0.88,1
1.228,0.577,0.958,1.182,1
2.919,0.577,0.913,1.136,1
2.493,0.577,0.834,0.834,1
3.093,3.093,0.834,2.123,1
3.093,3.093,0.913,2.123,1
3.093,3.093,0.913,2.975,1
3.093,3.093,0.968,0.834,1
3.172,3.093,0.968,1.287,1
0.834,0.577,0.834,0.834,1
0.834,0.577,0.913,0.834,1
1.562,0.577,0.834,1.136,1
1.136,0.577,0.913,0.834,1
2.942,0.577,1.014,1.641,1
2.942,0.577,1.093,1.562,1
2.942,0.577,1.093,1.339,1
2.516,0.577,1.093,0.834,1
2.516,0.577,0.834,2.139,1
2.516,0.577,0.834,1.916,1
2.516,0.577,0.834,1.26,1
2.516,0.577,0.913,1.562,1
2.516,0.577,0.88,1.26,1
2.516,0.577,0.88,2.067,1
2.516,0.577,0.958,1.641,1
2.516,0.577,0.834,1.457,1
2.516,0.577,1.093,0.985,1
2.09,0.577,0.834,1.064,1
2.09,0.577,0.834,2.975,1
2.09,0.577,0.968,1.339,1
2.516,0.577,0.913,1.916,1
2.09,0.577,0.834,0.834,1
2.516,0.577,0.968,2.123,1
2.572,0.577,1.047,1.215,1
2.572,0.577,0.968,1.411,1
2.145,0.577,0.968,1.064,1
2.145,0.577,0.913,1.641,1
2.402,0.577,0.913,2.627,1
2.828,0.577,0.968,1.26,1
2.828,0.577,0.834,0.834,1
2.828,0.577,0.913,0.913,1
2.828,0.577,0.968,0.834,1
2.402,0.577,1.047,1.457,1
0.801,0.577,0.834,0.834,1
0.801,0.577,0.834,0.88,1
0.801,0.577,0.834,0.985,1
1.103,0.577,0.834,0.834,1
1.103,0.577,0.913,1.864,1
1.103,0.577,0.834,0.913,1
1.254,0.577,0.913,1.484,1
0.952,0.577,0.88,1.306,1
0.952,0.577,0.913,1.438,1
0.952,0.577,0.913,0.834,1
0.952,0.577,0.913,1.064,1
0.919,0.577,0.88,0.834,1
1.07,0.577,0.958,0.834,1
0.919,0.577,0.913,1.064,1
0.919,0.577,0.913,0.834,1
1.07,0.577,0.958,1.608,1
1.552,0.577,0.88,1.438,1
1.552,0.577,0.88,1.215,1
1.552,0.577,0.88,1.484,1
1.519,0.577,0.913,0.88,1
1.519,0.577,0.958,0.834,1
1.598,0.577,0.958,2.067,1
1.598,0.577,1.014,1.49,1
1.598,0.577,1.093,1.182,1
1.598,0.577,1.093,2.369,1
1.598,0.577,1.093,2.516,1
1.598,0.577,1.037,1.608,1
1.598,0.577,0.958,1.687,1
1.822,0.577,1.014,2.218,1
1.822,0.577,1.014,1.91,1
1.822,0.577,0.958,1.484,1
1.822,0.577,1.171,1.759,1
1.822,0.577,1.171,1.182,1
1.822,0.577,1.171,1.136,1
1.822,0.577,1.171,1.031,1
1.822,0.577,1.014,0.834,1
1.822,0.577,1.014,1.686,1
1.822,0.577,1.093,0.834,1
1.822,0.577,1.093,1.837,1
1.822,0.577,0.834,1.339,1
1.822,0.577,1.093,0.88,1
1.822,0.577,0.968,1.484,1
1.822,0.577,1.037,1.562,1
1.822,0.577,1.25,1.608,1
1.822,0.577,1.25,0.88,1
1.822,0.577,1.25,1.457,1
1.822,0.577,1.25,1.562,1
1.822,0.577,1.093,1.411,1
1.822,0.577,1.037,1.411,1
1.789,0.577,1.25,2.067,1
1.789,0.577,1.037,2.067,1
1.789,0.577,0.958,2.067,1
1.789,0.577,1.037,1.641,1
1.789,0.577,1.004,2.139,1
1.789,0.577,1.004,0.834,1
1.789,0.577,1.004,1.136,1
1.789,0.577,1.083,1.26,1
1.789,0.577,1.139,2.139,1
1.789,0.577,1.037,1.339,1
1.789,0.577,1.037,2.319,1
1.789,0.577,1.037,1.306,1
1.789,0.577,1.093,1.943,1
1.789,0.577,1.116,1.641,1
1.789,0.577,1.25,1.838,1
1.789,0.577,1.116,1.109,1
2.046,0.577,1.25,1.109,1
2.046,0.577,1.25,1.136,1
2.046,0.577,1.25,2.29,1
2.046,0.577,1.25,1.792,1
2.046,0.577,1.25,1.562,1
2.046,0.577,1.25,1.064,1
2.046,0.577,1.171,1.339,1
2.046,0.577,1.25,1.719,1
2.046,0.577,1.171,1.719,1
2.046,0.577,0.935,1.988,1
2.046,0.577,1.014,1.864,1
2.046,0.577,1.014,0.834,1
2.046,0.577,1.171,1.884,1
2.046,0.577,1.139,1.939,1
2.358,0.577,1.116,1.562,1
2.358,0.577,1.25,0.985,1
2.358,0.577,1.25,2.29,1
2.784,0.577,1.116,3.126,1
2.784,0.577,1.217,2.218,1
2.784,0.577,1.217,1.109,1
2.784,0.577,1.217,1.893,1
2.784,0.577,1.25,2.503,1
2.784,0.577,1.217,1.339,1
2.784,0.577,1.25,1.765,1
2.784,0.577,1.25,2.444,1
2.784,0.577,1.217,2.018,1
2.784,0.577,1.217,2.018,1
2.784,0.577,1.014,2.018,1
2.784,0.577,1.25,2.018,1
3.041,0.577,1.25,2.097,1
3.041,0.577,1.217,2.097,1
3.041,0.577,1.217,2.523,1
3.041,0.577,1.25,1.742,1
3.041,0.577,1.25,2.369,1
3.041,0.577,1.217,0.834,1
3.041,0.577,1.25,1.719,1
3.041,0.577,1.217,1.719,1
3.041,0.577,1.093,1.339,1
1.136,0.577,0.834,1.136,1
0.834,0.577,0.834,0.834,1
2.044,0.577,0.913,2.975,1
2.044,0.577,0.968,2.549,1
2.011,0.577,0.834,1.136,1
2.011,0.577,0.834,0.834,1
2.09,0.577,0.88,2.919,1
2.09,0.577,0.88,1.26,1
2.09,0.577,0.88,1.686,1
2.09,0.577,0.88,1.339,1
2.09,0.577,0.913,3.126,1
2.09,0.577,0.913,2.7,1
2.09,0.577,0.913,0.834,1
2.09,0.577,0.88,3.126,1
2.09,0.577,0.935,0.834,1
2.09,0.577,0.834,1.562,1
2.09,0.577,1.014,1.641,1
2.09,0.577,0.913,2.644,1
2.057,0.577,0.958,2.595,1
2.057,0.577,0.958,2.168,1
2.057,0.577,0.958,2.168,1
2.057,0.577,1.014,1.641,1
2.057,0.577,1.014,0.88,1
2.057,0.577,0.913,1.916,1
2.057,0.577,1.093,2.369,1
2.057,0.577,1.093,1.943,1
2.057,0.577,1.014,1.943,1
2.314,0.577,0.834,2.218,1
2.314,0.577,0.968,1.792,1
2.314,0.577,0.968,1.641,1
2.314,0.577,0.88,0.834,1
2.314,0.577,0.834,2.392,1
2.314,0.577,1.093,2.7,1
2.314,0.577,0.913,2.274,1
2.314,0.577,1.093,1.562,1
2.314,0.577,1.093,0.834,1
2.281,0.577,1.093,2.29,1
2.281,0.577,0.958,1.438,1
2.281,0.577,0.834,1.49,1
2.432,0.577,1.171,2.369,1
2.432,0.577,1.093,1.864,1
2.432,0.577,1.093,1.215,1
2.432,0.577,1.171,1.792,1
2.432,0.577,0.991,1.837,1
2.432,0.577,1.171,2.352,1
2.432,0.577,0.958,1.792,1
2.432,0.577,0.991,2.29,1
1.988,0.577,0.834,1.988,1
2.942,0.577,0.834,1.26,1
2.942,0.577,0.834,0.834,1
2.942,0.577,0.834,0.834,1
2.063,0.577,0.834,1.864,1
2.667,0.577,1.014,1.943,1
2.667,0.577,0.834,1.136,1
2.667,0.577,0.88,1.136,1
2.667,0.577,0.88,1.864,1
2.667,0.577,0.88,1.26,1
2.667,0.577,0.958,1.215,1
2.667,0.577,0.913,1.339,1
2.667,0.577,0.968,1.031,1
2.667,0.577,1.047,0.913,1
2.667,0.577,0.968,0.834,1
2.516,0.577,0.935,0.834,1
2.09,0.577,0.935,2.851,1
2.09,0.577,1.047,2.218,1
2.516,0.577,1.014,3.126,1
2.516,0.577,1.014,1.686,1
2.516,0.577,1.014,1.26,1
2.516,0.577,1.093,1.26,1
2.516,0.577,1.093,2.627,1
2.572,0.577,0.968,2.493,1
2.828,0.577,1.014,0.834,1
2.828,0.577,1.014,2.425,1
2.828,0.577,1.014,2.274,1
2.828,0.577,1.014,0.913,1
2.828,0.577,0.913,2.627,1
2.828,0.577,0.913,3.132,1
2.828,0.577,1.093,2.549,1
2.828,0.577,1.093,1.26,1
2.828,0.577,1.171,1.339,1
2.828,0.577,0.968,3.221,1
2.828,0.577,0.968,2.549,1
2.828,0.577,1.047,2.549,1
2.828,0.577,1.093,1.411,1
2.828,0.577,1.047,2.067,1
2.795,0.577,1.093,1.562,1
2.795,0.577,1.014,0.834,1
2.795,0.577,1.014,2.549,1
2.795,0.577,1.047,0.834,1
2.851,0.577,1.25,2.398,1
2.851,0.577,1.171,2.274,1
2.851,0.577,0.968,0.88,1
2.851,0.577,0.834,2.7,1
2.851,0.577,1.014,2.549,1
3.108,0.577,0.968,1.562,1
3.108,0.577,1.25,1.864,1
3.108,0.577,1.25,2.392,1
3.108,0.577,1.014,3.362,1
3.108,0.577,1.093,3.362,1
3.108,0.577,1.014,3.362,1
3.108,0.577,1.014,0.834,1
3.108,0.577,1.014,1.287,1
3.108,0.577,1.093,1.916,1
3.108,0.577,1.171,0.88,1
3.108,0.577,1.171,1.136,1
3.108,0.577,1.25,2.627,1
3.108,0.577,1.171,2.09,1
3.108,0.577,1.126,1.641,1
3.108,0.577,1.171,1.759,1
3.108,0.577,1.126,1.339,1
3.364,0.577,1.25,1.568,1
3.364,0.577,1.25,2.549,1
3.364,0.577,1.25,3.015,1
3.364,0.577,1.014,2.411,1
3.364,0.577,1.25,2.29,1
3.387,0.577,1.093,1.49,1
3.387,0.577,1.171,1.568,1
3.387,0.577,1.25,2.319,1
3.644,0.577,1.25,2.864,1
3.689,0.577,1.25,0.985,1
3.689,0.577,1.25,0.985,1
3.689,0.577,1.171,1.339,1
3.689,0.577,1.25,2.05,1
3.689,0.577,1.093,0.88,1
3.689,0.577,1.25,0.834,1
3.689,0.577,1.25,1.26,1
3.745,0.577,1.093,3.29,1
3.745,0.577,1.217,2.864,1
3.745,0.577,0.834,1.26,1
3.745,0.577,0.935,0.834,1
3.745,0.577,1.171,0.913,1
3.745,0.577,1.093,1.641,1
3.745,0.577,1.25,2.549,1
3.745,0.577,1.126,1.49,1
3.745,0.577,1.25,2.673,1
3.745,0.577,1.25,2.673,1
3.745,0.577,1.204,1.608,1
3.745,0.577,1.217,1.608,1
3.745,0.577,1.204,2.627,1
3.745,0.577,1.204,1.568,1
3.745,0.577,1.217,1.339,1
3.745,0.577,1.204,2.201,1
3.745,0.577,1.217,2.168,1
3.712,0.577,1.171,3.345,1
3.712,0.577,1.171,3.345,1
3.712,0.577,1.306,2.549,1
3.712,0.577,1.217,2.746,1
3.712,0.577,1.25,2.627,1
3.712,0.577,1.25,0.88,1
3.712,0.577,1.25,0.913,1
3.712,0.577,1.25,1.26,1
3.712,0.577,1.306,3.345,1
3.712,0.577,1.25,1.457,1
3.712,0.577,1.171,3.345,1
3.712,0.577,1.014,1.988,1
3.712,0.577,1.014,2.824,1
3.712,0.577,1.014,2.824,1
3.712,0.577,1.306,3.602,1
3.712,0.577,1.306,3.602,1
3.712,0.577,1.306,3.602,1
3.712,0.577,1.25,3.602,1
3.712,0.577,1.562,3.602,1
3.712,0.577,1.25,2.627,1
3.712,0.577,1.25,2.067,1
3.712,0.577,1.25,1.687,1
3.712,0.577,1.562,2.549,1
3.712,0.577,0.834,0.88,1
3.712,0.577,1.25,0.88,1
3.712,0.577,1.25,2.034,1
3.712,0.577,1.25,2.123,1
3.712,0.577,0.834,3.07,1
3.712,0.577,1.171,1.972,1
3.712,0.577,0.913,1.641,1
3.712,0.577,1.217,2.549,1
3.712,0.577,1.217,1.815,1
3.712,0.577,1.093,3.205,1
3.712,0.577,1.25,3.205,1
3.712,0.577,1.25,2.201,1
3.712,0.577,1.25,1.411,1
3.712,0.577,1.25,1.972,1
3.712,0.577,1.217,0.913,1
3.791,0.577,1.562,2.627,1
3.791,0.577,1.474,0.834,1
3.791,0.577,1.25,0.913,1
3.791,0.577,1.306,1.686,1
3.791,0.577,1.53,2.903,1
3.791,0.577,1.474,1.864,1
3.791,0.577,1.474,1.943,1
3.791,0.577,1.53,1.988,1
3.791,0.577,1.306,2.398,1
3.791,0.577,0.834,2.123,1
3.791,0.577,1.139,2.903,1
3.791,0.577,1.53,2.067,1
3.791,0.577,1.53,2.824,1
3.791,0.577,1.53,2.982,1
3.791,0.577,1.53,3.251,1
3.791,0.577,1.53,2.673,1
3.791,0.577,1.53,2.247,1
3.791,0.577,1.53,1.591,1
3.791,0.577,0.913,0.834,1
3.791,0.577,1.217,0.88,1
3.791,0.577,1.217,2.09,1
3.791,0.577,1.25,2.123,1
3.791,0.577,1.25,1.687,1
3.791,0.577,1.25,1.641,1
3.791,0.577,0.834,2.123,1
1.405,0.577,0.88,1.484,1
0.801,0.577,0.88,0.834,1
0.801,0.577,0.834,0.834,1
0.801,0.577,0.88,0.88,1
0.768,0.577,0.834,0.834,1
0.768,0.577,0.88,0.834,1
0.768,0.577,0.834,0.834,1
0.768,0.577,0.834,0.834,1
0.768,0.577,0.834,0.88,1
0.735,0.577,0.88,0.834,1
0.735,0.577,0.834,0.834,1
0.735,0.577,0.88,0.834,1
0.735,0.577,0.88,0.834,1
0.735,0.577,0.834,0.834,1
0.703,0.577,0.88,0.834,1
0.703,0.577,0.88,1.136,1
0.703,0.577,0.88,0.834,1
1.005,0.577,0.88,0.88,1
0.854,0.577,0.958,0.834,1
0.821,0.577,0.958,0.834,1
0.821,0.577,0.88,0.913,1
0.821,0.577,0.958,0.88,1
0.821,0.577,0.926,0.88,1
0.821,0.577,0.926,0.88,1
0.821,0.577,0.88,0.88,1
0.821,0.577,0.88,0.88,1
0.821,0.577,0.88,0.88,1
0.821,0.577,0.958,1.031,1
0.821,0.577,0.958,0.88,1
0.821,0.577,0.958,0.834,1
0.821,0.577,0.958,1.438,1
0.821,0.577,0.88,0.88,1
0.821,0.577,0.88,0.88,1
0.821,0.577,0.88,0.88,1
0.821,0.577,0.88,1.031,1
0.821,0.577,0.926,0.88,1
0.821,0.577,0.926,1.438,1
0.821,0.577,0.834,1.517,1
0.821,0.577,0.88,1.438,1
0.821,0.577,0.926,1.517,1
0.821,0.577,0.926,0.834,1
0.821,0.577,0.926,0.88,1
0.821,0.577,0.834,1.484,1
1.077,0.577,0.88,1.484,1
1.077,0.577,0.88,1.182,1
1.077,0.577,0.926,1.438,1
1.077,0.577,0.88,0.834,1
1.077,0.577,0.88,0.834,1
1.077,0.577,0.88,0.834,1
1.077,0.577,0.926,0.834,1
1.077,0.577,0.926,0.913,1
1.077,0.577,1.004,0.88,1
1.077,0.577,1.037,0.88,1
1.077,0.577,1.004,0.834,1
1.077,0.577,0.88,0.88,1
1.077,0.577,0.958,0.88,1
1.077,0.577,1.004,0.88,1
1.077,0.577,0.972,0.958,1
1.077,0.577,0.972,0.926,1
1.077,0.577,0.972,0.88,1
1.077,0.834,0.926,0.88,1
1.077,0.801,0.926,0.88,1
1.077,0.801,0.926,0.88,1
1.077,0.801,0.88,0.926,1
1.077,0.801,0.834,0.926,1
1.831,0.577,0.88,1.91,1
1.831,0.577,0.88,2.29,1
1.831,0.577,0.88,2.369,1
2.106,0.577,0.913,1.26,1
1.68,0.577,0.834,0.834,1
1.647,0.577,0.834,1.136,1
1.726,0.577,0.913,0.834,1
1.726,0.577,0.913,1.411,1
1.726,0.577,0.913,1.26,1
1.726,0.577,0.913,1.438,1
1.726,0.577,0.913,1.064,1
1.726,0.577,0.88,1.864,1
1.726,0.577,0.88,1.562,1
1.726,0.577,0.88,1.864,1
1.726,0.577,0.958,0.834,1
1.726,0.577,0.958,1.287,1
1.726,0.577,0.913,0.834,1
1.726,0.577,0.913,2.29,1
1.726,0.577,0.991,2.369,1
1.726,0.577,0.834,1.182,1
2.152,0.577,0.913,1.031,1
2.152,0.577,0.913,1.031,1
2.152,0.577,0.958,1.608,1
2.152,0.577,1.037,0.88,1
2.152,0.577,0.834,0.985,1
2.152,0.577,0.913,1.641,1
2.152,0.577,0.913,1.438,1
2.152,0.577,1.037,1.988,1
2.152,0.577,1.037,2.067,1
2.152,0.577,0.834,0.834,1
1.726,0.577,0.991,0.834,1
1.726,0.577,0.958,0.834,1
1.693,0.577,0.958,0.834,1
1.693,0.577,0.958,1.26,1
1.95,0.577,0.958,0.985,1
1.95,0.577,0.913,1.988,1
1.95,0.577,0.834,1.864,1
1.95,0.577,0.913,1.215,1
1.95,0.577,0.991,2.067,1
1.95,0.577,0.991,2.611,1
1.95,0.577,0.991,1.182,1
2.006,0.577,0.913,1.713,1
2.006,0.577,0.913,0.834,1
2.006,0.577,0.958,0.834,1
2.006,0.577,0.958,0.913,1
2.006,0.577,0.958,1.988,1
2.006,0.577,1.126,0.834,1
2.006,0.577,0.958,1.457,1
2.006,0.577,1.047,2.274,1
1.973,0.577,1.037,2.264,1
1.973,0.577,1.037,1.26,1
1.973,0.577,1.116,1.641,1
1.973,0.577,1.116,1.484,1
1.973,0.577,1.116,1.136,1
1.973,0.577,0.958,2.667,1
1.973,0.577,0.958,0.834,1
1.973,0.577,0.926,2.746,1
1.973,0.577,1.116,2.218,1
1.973,0.577,1.093,2.352,1
1.973,0.577,1.093,2.352,1
1.973,0.577,1.047,2.319,1
1.94,0.577,1.014,2.319,1
1.94,0.577,1.014,2.769,1
1.94,0.577,0.991,2.493,1
1.94,0.577,0.991,2.352,1
1.94,0.577,0.991,2.352,1
2.275,0.577,1.093,1.988,1
2.275,0.577,1.093,1.641,1
2.275,0.577,1.093,1.49,1
2.275,0.577,1.195,1.792,1
2.275,0.577,0.913,1.641,1
2.701,0.577,0.968,2.857,1
2.701,0.577,0.968,2.857,1
2.701,0.577,1.07,1.49,1
2.275,0.577,1.07,1.49,1
2.275,0.577,1.07,1.49,1
2.275,0.577,1.171,2.067,1
2.701,0.577,1.004,2.352,1
2.701,0.577,1.093,0.834,1
2.701,0.577,1.047,0.834,1
2.958,0.577,1.047,0.834,1
2.958,0.577,1.014,1.136,1
2.958,0.577,1.014,1.988,1
2.958,0.577,1.014,1.411,1
2.958,0.577,0.834,2.168,1
2.958,0.577,1.093,0.985,1
2.958,0.577,0.958,1.064,1
2.958,0.577,1.07,2.168,1
2.958,0.577,1.25,1.641,1
2.958,0.577,1.149,0.834,1
2.958,0.577,1.149,2.431,1
2.958,0.577,1.116,0.913,1
2.958,0.577,1.25,0.834,1
2.958,0.577,1.25,0.88,1
2.958,0.577,1.25,1.064,1
2.958,0.577,1.037,0.834,1
2.958,0.577,1.037,2.218,1
2.958,0.577,1.116,1.182,1
2.958,0.577,0.88,1.182,1
2.958,0.577,0.913,1.864,1
3.27,0.577,1.171,0.913,1
3.27,0.577,1.116,0.913,1
3.27,0.577,1.217,1.031,1
3.27,0.577,1.171,2.644,1
3.27,0.577,1.171,2.218,1
0.834,0.577,0.834,0.834,1
0.834,0.577,0.913,0.913,1
0.801,0.577,0.834,0.88,1
0.801,0.577,0.88,0.88,1
0.801,0.577,0.834,0.834,1
0.801,0.577,0.88,0.88,1
0.768,0.577,0.834,0.985,1
0.768,0.577,0.88,0.834,1
0.768,0.577,0.88,0.88,1
0.768,0.577,0.834,0.834,1
0.768,0.577,0.834,0.834,1
0.768,0.577,0.88,0.834,1
0.735,0.577,0.834,0.88,1
0.735,0.577,0.88,0.88,1
0.735,0.577,0.88,1.215,1
0.735,0.577,0.834,0.834,1
0.735,0.577,0.834,0.834,1
0.886,0.577,0.88,1.484,1
2.437,0.577,0.834,0.834,1
2.011,0.577,0.913,0.913,1
2.011,0.577,0.913,2.218,1
2.011,0.577,0.913,1.641,1
2.011,0.577,0.88,1.988,1
2.011,0.577,0.834,1.641,1
2.011,0.577,0.913,1.641,1
2.011,0.577,0.913,0.834,1
2.011,0.577,0.913,1.719,1
2.011,0.577,0.913,2.29,1
2.011,0.577,0.935,1.686,1
2.011,0.577,0.88,2.297,1
2.011,0.577,0.88,1.641,1
2.129,0.577,0.991,2.795,1
2.129,0.577,0.834,2.851,1
2.129,0.577,0.834,1.438,1
2.129,0.577,0.935,2.897,1
2.129,0.577,0.935,1.87,1
2.129,0.577,0.968,1.765,1
2.129,0.577,0.968,2.549,1
2.386,0.577,1.014,0.834,1
2.386,0.577,1.014,2.067,1
2.386,0.577,0.968,0.834,1
2.386,0.577,0.991,2.627,1
2.386,0.577,0.991,2.627,1
2.29,0.577,1.014,0.834,1
2.29,0.577,1.014,0.913,1
2.258,0.577,1.047,3.054,1
2.258,0.577,0.968,2.369,1
2.258,0.577,1.014,2.398,1
2.258,0.577,1.014,0.834,1
2.258,0.577,0.834,1.438,1
2.258,0.577,1.093,1.306,1
2.258,0.577,1.093,1.306,1
2.258,0.577,1.093,2.067,1
2.258,0.577,0.958,2.185,1
2.258,0.577,0.834,2.627,1
2.258,0.577,0.913,1.385,1
2.258,0.577,1.037,2.264,1
2.258,0.577,1.126,2.319,1
2.258,0.577,1.037,2.319,1
2.537,0.577,1.126,1.562,1
2.537,0.577,1.126,0.834,1
2.537,0.577,1.126,1.837,1
2.537,0.577,0.88,1.457,1
2.537,0.577,1.126,2.549,1
2.537,0.577,1.093,1.821,1
3.275,0.577,1.093,1.893,1
3.275,0.577,1.204,2.706,1
3.275,0.577,1.204,2.146,1
3.275,0.577,1.204,1.562,1
3.275,0.577,1.204,1.713,1
3.275,0.577,1.204,2.247,1
3.275,0.577,1.037,1.794,1
3.275,0.577,1.273,2.7,1
3.275,0.577,1.273,1.49,1
3.275,0.577,1.093,2.113,1
3.499,0.577,1.093,2.168,1
3.499,0.577,1.014,2.247,1
3.499,0.577,1.171,0.834,1
1.103,0.577,0.834,1.136,1
0.952,0.577,0.88,1.064,1
0.952,0.577,0.88,0.834,1
0.952,0.577,0.958,1.031,1
0.801,0.577,0.834,0.913,1
0.768,0.577,0.834,0.834,1
0.768,0.577,0.88,0.88,1
0.768,0.577,0.88,0.88,1
0.768,0.577,0.88,0.88,1
0.768,0.577,0.834,0.834,1
0.768,0.577,0.913,0.88,1
0.735,0.577,0.958,0.88,1
0.735,0.577,0.88,0.958,1
0.735,0.577,0.88,0.958,1
0.735,0.577,0.88,0.834,1
0.735,0.577,0.834,0.834,1
0.703,0.577,0.88,0.88,1
0.703,0.577,0.926,0.88,1
0.703,0.577,0.926,0.88,1
0.703,0.577,0.926,1.438,1
2.139,0.577,0.834,2.139,1
2.139,0.577,0.913,2.218,1
1.562,0.577,0.913,1.641,1
1.562,0.577,0.913,0.834,1
1.529,0.577,0.88,0.88,1
1.103,0.577,0.834,0.834,1
1.103,0.577,0.834,0.834,1
1.254,0.577,0.834,1.333,1
1.254,0.577,0.913,0.834,1
1.221,0.577,0.88,1.182,1
1.703,0.577,0.88,0.834,1
1.552,0.577,0.958,1.641,1
1.552,0.577,0.88,1.641,1
1.552,0.577,0.935,0.834,1
1.126,0.577,1.014,0.834,1
1.126,0.577,0.834,0.834,1
1.126,0.577,0.834,0.834,1
1.126,0.577,0.88,1.438,1
1.67,0.577,0.88,1.136,1
1.244,0.577,0.88,1.215,1
1.244,0.577,0.88,1.182,1
1.244,0.577,0.88,0.834,1
1.244,0.577,0.88,1.136,1
1.244,0.577,0.958,1.215,1
1.244,0.577,0.958,1.864,1
1.244,0.577,0.88,0.834,1
1.244,0.577,0.88,0.88,1
1.244,0.577,0.958,0.88,1
1.211,0.577,0.88,0.985,1
1.211,0.577,0.834,1.064,1
1.211,0.577,1.014,0.985,1
1.211,0.577,1.014,1.411,1
1.211,0.577,1.014,0.834,1
1.211,0.834,0.834,0.834,1
1.178,0.801,0.88,0.88,1
1.178,0.801,0.88,0.88,1
1.178,0.801,0.834,0.834,1
1.178,1.103,0.88,1.182,1
1.178,1.103,0.958,1.182,1
1.178,1.07,0.88,0.88,1
1.178,1.07,0.88,1.333,1
1.178,1.07,0.88,0.985,1
1.103,0.577,0.88,1.182,1
1.103,0.577,0.88,0.834,1
1.103,0.577,0.88,1.136,1
1.103,0.577,0.88,0.834,1
1.103,0.577,0.834,0.834,1
1.07,0.577,0.88,0.88,1
1.07,0.577,0.88,0.834,1
1.07,0.577,0.958,0.834,1
0.919,0.577,0.958,0.88,1
0.919,0.577,0.834,0.834,1
0.919,0.577,0.88,0.834,1
0.886,0.577,0.88,0.834,1
0.886,0.577,0.88,0.834,1
0.886,0.577,0.88,0.834,1
0.735,0.577,0.926,0.834,1
0.735,0.577,0.834,0.834,1
0.735,0.577,0.913,0.834,1
0.735,0.577,0.88,0.834,1
0.703,0.577,0.88,0.834,1
0.703,0.577,0.88,0.834,1
0.703,0.577,0.88,0.88,1
0.703,0.577,0.88,1.031,1
0.703,0.577,0.958,1.031,1
0.703,0.577,0.834,0.834,1
0.703,0.577,0.88,0.834,1
0.703,0.577,0.88,0.88,1
0.67,0.577,0.958,1.215,1
0.67,0.577,0.834,1.182,1
0.67,0.577,0.88,1.484,1
0.67,0.577,0.834,0.913,1
0.67,0.577,0.88,0.834,1
0.67,0.577,0.88,0.834,1
0.67,0.577,0.88,0.834,1
0.67,0.577,0.88,0.88,1
0.67,0.577,0.958,0.834,1
0.67,0.577,0.88,0.88,1
1.562,0.577,0.834,1.562,1
1.893,0.577,0.913,1.972,1
1.86,0.577,0.968,1.788,1
1.709,0.577,0.88,1.362,1
1.283,0.577,0.88,1.362,1
1.86,0.577,0.968,1.411,1
1.86,0.577,0.968,1.26,1
1.86,0.577,0.913,0.834,1
1.86,0.577,0.913,0.834,1
1.86,0.577,0.834,0.913,1
1.86,0.577,0.913,0.913,1
1.86,0.577,0.913,1.916,1
1.434,0.577,0.913,0.913,1
1.434,0.577,0.913,0.913,1
1.434,0.577,0.834,0.834,1
1.434,0.577,0.834,0.834,1
1.434,0.577,0.88,1.26,1
1.434,0.577,0.88,1.26,1
1.434,0.577,0.88,0.913,1
1.434,0.577,0.913,1.438,1
1.434,0.577,0.968,1.562,1
1.434,0.577,0.968,1.339,1
1.434,0.577,1.047,2.29,1
1.434,0.577,1.047,1.438,1
1.434,0.577,1.047,1.26,1
1.434,0.577,0.968,2.29,1
1.434,0.577,0.958,2.218,1
1.434,0.577,0.913,1.49,1
1.401,0.577,0.88,1.641,1
1.401,0.577,0.958,2.29,1
1.401,0.577,0.958,0.834,1
1.401,0.577,1.014,1.26,1
1.401,0.577,0.834,0.913,1
1.401,0.577,0.958,1.339,1
1.658,0.577,1.126,1.064,1
2.235,0.577,1.093,0.834,1
2.235,0.577,0.958,0.834,1
2.314,0.577,0.958,1.411,1
2.314,0.577,0.958,1.562,1
2.314,0.577,0.958,2.29,1
2.314,0.577,0.913,0.834,1
2.314,0.577,0.834,2.369,1
2.314,0.577,1.037,1.287,1
2.314,0.577,0.88,1.792,1
2.314,0.577,1.093,0.985,1
2.369,0.577,0.991,3.07,1
2.369,0.577,1.047,2.425,1
2.369,0.577,1.047,2.425,1
2.369,0.577,1.126,2.549,1
2.369,0.577,0.991,3.126,1
